title,summary,genre,attendance,year
What Doesn't Kill You,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",Crime|Drama,68515,2010-09-20
Jason Goes to Hell: The Final Friday,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Action|Horror,11429,1994-01-26
Cairo Time,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",Drama|Romance,49515,1998-05-05
"Snow Creature, The","Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Horror,15050,2005-05-01
Wolves,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Documentary|IMAX,51598,2003-03-07
Jumper,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Action|Adventure|Drama|Sci-Fi|Thriller,74238,2022-02-27
Treed Murray,Etiam faucibus cursus urna. Ut tellus.,Drama,44134,2008-11-25
Midnight Clear,In quis justo. Maecenas rhoncus aliquam lacus.,Drama,40175,2000-03-26
Krrish,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",Adventure|Musical|Romance|Sci-Fi,97629,1995-05-15
"River Wild, The","Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",Action|Thriller,59828,2017-06-20
"Study in Terror, A",Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Crime|Drama|Horror,23074,2021-08-08
Slaughter,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Horror|Thriller,94187,2009-07-30
Tex,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",Drama,27934,1998-09-23
Dolphin Tale,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Children|Drama,52762,2000-07-05
"Wedding March, The",Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,Drama|Romance,11333,1999-08-24
Ghetto (Vilniaus Getas),Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,War,95224,2003-08-08
Agnosia,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",Drama|Thriller,96418,1993-11-14
Carnosaur 2,Suspendisse potenti. Nullam porttitor lacus at turpis.,Horror|Sci-Fi,12523,1995-11-23
Shadow of the Holy Book (Pyhän kirjan varjo),"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",Documentary,91936,2019-03-31
Ruby,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,Crime|Drama,5288,2006-02-19
"Sum of All Fears, The","Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Drama|Thriller,86589,2001-11-25
Spies Like Us,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",Comedy,30388,2019-02-02
Anchorman: The Legend of Ron Burgundy,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Comedy,48043,1991-08-23
Culloden (The Battle of Culloden),"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Documentary|Drama|War,89984,1998-02-06
Unaccompanied Minors,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",Children|Comedy,55435,2000-03-03
Louis C.K.: Live at the Beacon Theater,Phasellus in felis. Donec semper sapien a libero.,Comedy,5748,2019-03-07
Miss Météo,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",Comedy|Drama,22397,2022-02-25
"Mark of Cain, The",Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,Drama,97345,1994-12-04
10 000 timmar,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",Comedy,72563,1992-08-24
Queen of Montreuil,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",Comedy,43178,2001-08-19
Wrestling Ernest Hemingway,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,Drama|Romance,50774,2021-08-08
My Forbidden Past,Nunc purus. Phasellus in felis.,Drama,53440,2021-09-06
"Christmas Story, A","Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",Children|Comedy,17974,2003-01-16
Eddie and the Cruisers,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Drama|Musical|Mystery,22580,2017-10-20
Ghost Machine,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Action|Sci-Fi|Thriller,72057,1998-04-07
Hellraiser: Deader,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,Horror,73818,2006-08-30
En rachâchant,Aliquam erat volutpat. In congue.,(no genres listed),43933,2000-11-15
Heroes for Sale,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,Drama,96979,2018-01-02
There's Something Wrong with Aunt Diane,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",Documentary,87530,2018-12-01
Painless (Insensibles) ,Donec semper sapien a libero. Nam dui.,Fantasy|Horror|Mystery|War,43187,2020-03-16
Ed and His Dead Mother,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Comedy|Horror,82883,1994-11-01
Night Patrol,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,Comedy,94849,2007-07-21
Marnie,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",Drama|Mystery|Romance|Thriller,60835,1996-10-12
In Your Hands,Morbi a ipsum. Integer a nibh. In quis justo.,Drama,48538,2008-07-14
City of Angels,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,Drama|Fantasy|Romance,36788,2016-02-25
Bananas,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Comedy|War,37326,2017-10-29
Winning,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Action|Drama,57952,2007-10-18
"Nanny Diaries, The",Praesent blandit. Nam nulla.,Comedy|Drama|Romance,45725,2019-02-21
V. I. Warshawski,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,Action|Comedy|Crime,53041,1992-03-29
Spooner,Pellentesque at nulla. Suspendisse potenti.,Comedy|Drama,90497,1998-09-23
Lotta 2: Lotta flyttar hemifrån,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.,Children,84202,2000-06-06
Dot and the Whale,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Animation|Children,7109,1999-10-16
Wayne's World,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Comedy,48364,2001-10-21
More Dead Than Alive,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,Romance|Western,1659,1997-10-17
Magic Town,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Comedy|Romance,97435,2014-04-07
Hugo,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",Children|Drama|Mystery,69522,2009-03-08
Remo Williams: The Adventure Begins,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,Action|Comedy|Crime|Thriller,14718,2015-06-26
La Bandera,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",(no genres listed),45382,2017-09-06
William Shakespeare's Romeo + Juliet,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Drama|Romance,80075,2017-05-29
Hitler's Children,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Documentary,50674,2015-10-21
New York Cop (Nyû Yôku no koppu),"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",Action|Crime,59407,2021-01-14
Incident at Oglala,Aliquam erat volutpat. In congue.,Documentary,39313,2006-04-02
Scarface,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Action|Crime|Drama,97969,1998-11-01
Mortal Kombat,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,Action|Adventure|Fantasy,32562,2019-07-28
"Fan, The",Suspendisse accumsan tortor quis turpis. Sed ante.,Drama|Thriller,19488,2014-10-01
Sex and Fury (Furyô anego den: Inoshika Ochô),"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",Action|Crime|Thriller,30796,2004-05-29
Marie from the Bay of Angels (Marie Baie Des Anges),Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,Drama,27219,2021-02-06
The Emperor of California,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Western,35643,2006-01-29
The Tunnel of Love,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,Comedy|Romance,51866,1997-05-19
"Quatermass Xperiment, The",Aenean sit amet justo. Morbi ut odio.,Horror|Mystery|Sci-Fi|Thriller,98929,1998-06-11
Project X,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",Comedy|Drama,29163,2012-05-29
Suzanne's Diary for Nicholas,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",Drama|Romance,11932,2016-02-05
Those Daring Young Men in Their Jaunty Jalopies,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Adventure|Comedy|Crime|Romance,99879,2004-07-01
Rockabilly Vampire,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Comedy|Horror,95363,2012-02-04
Young People Fucking (a.k.a. YPF),"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Comedy,39183,1993-05-18
Arguing the World,Quisque ut erat. Curabitur gravida nisi at nibh.,Documentary,83946,2014-11-18
Nacho Libre,Integer ac leo. Pellentesque ultrices mattis odio.,Comedy,78095,2015-05-08
"Villain, The (Le Vilain)","Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",Comedy,74953,2001-08-11
"Cuenca Crime, The (Crimen de Cuenca, El)",Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,Drama,51497,2001-06-03
Nothing But Ghosts (Nichts als Gespenster),"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",Drama,69354,2001-03-26
Tito and Me (Tito i ja),"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",Comedy,8218,2009-05-29
"Air Up There, The",In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Comedy,72819,2011-08-08
Addicted to Love,Nulla nisl. Nunc nisl.,Comedy|Romance,15106,2011-05-14
Lathe of Heaven,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Sci-Fi,83141,2014-03-19
Trapped Ashes,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,Horror,10568,2015-07-30
One Direction: This Is Us,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,Documentary,70512,1998-07-07
"Home and the World, The (Ghare-Baire)","Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",Drama,18218,2010-06-18
"Watch Out, We're Mad (...Altrimenti ci arrabbiamo!)",In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Action|Comedy,15213,2005-07-04
Nine Deaths of the Ninja,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Action,96576,2008-10-20
Trailer Park Boys: Don't Legalize It,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",Comedy|Crime|Drama,66937,2004-07-04
Resolution,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,Horror|Thriller,78394,1995-08-23
Wag the Dog,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",Comedy,7960,2017-09-12
"Tall Guy, The","Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",Comedy|Romance,43252,1990-10-26
When Pigs Have Wings,Aenean lectus. Pellentesque eget nunc.,Comedy,93093,2013-04-05
Out of the Blue,Nullam molestie nibh in lectus. Pellentesque at nulla.,Documentary,92789,2019-09-03
Zatoichi in Desperation (Shin Zatôichi monogatari: Oreta tsue) (Zatôichi 24),Aliquam erat volutpat. In congue. Etiam justo.,Action|Adventure|Drama,23976,2000-10-30
Too Shy to Try (Je suis timide... mais je me soigne),Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,Comedy,54252,2005-02-08
Juno and the Paycock,Nulla tellus. In sagittis dui vel nisl.,Drama,25919,2014-10-26
"Age of Innocence, The",Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,Drama,90557,2014-05-14
Nebraska,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",Adventure|Drama,47864,2007-07-18
Crimewave,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",Comedy|Crime,97538,2012-08-18
Üvegtigris,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",Comedy,16586,2002-02-17
Dressed to Kill,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Mystery|Thriller,30973,1998-10-16
Wrinkles (Arrugas),Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,Animation|Drama,22783,1996-01-04
In Search of the Castaways,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",Adventure|Children,8669,2000-10-27
"Cathedral, The (Katedra)","Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",Animation,57155,1991-02-14
Thoughtcrimes,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,Action|Crime|Drama,92697,2018-01-04
Nothing But the Truth,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",Drama|Thriller,63862,2004-07-20
Girls Against Boys ,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",Crime|Thriller,37222,1994-02-02
"Game of Death, The (Le Jeu de la Mort)",In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,Documentary,69745,2011-04-29
Kingdom Come,Suspendisse accumsan tortor quis turpis. Sed ante.,Comedy,79014,1993-10-11
Becky Sharp,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Drama|Romance|War,1090,2017-05-28
"Raisin in the Sun, A","Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",Drama,93735,1995-07-31
Hell's Hinges,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Romance|Western,59482,2001-09-14
Western Union,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Western,53018,2008-06-03
"Great Passage, The (Fune wo amu)",Fusce consequat. Nulla nisl.,Drama,21602,1998-06-29
"Revisionaries, The",Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,Documentary,60870,2008-09-24
7 Seconds,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Action|Crime|Thriller,67041,2012-06-25
Some Girl(s),"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",Comedy|Drama,97383,2000-02-07
Jane Austen's Mafia!,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",Comedy|Crime,85014,2008-11-11
Hatfields & McCoys,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",Drama|Romance,67420,2021-09-13
Home Alone 4,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Children|Comedy|Crime,88413,2011-11-02
Brother,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Action|Crime|Thriller,27220,1997-06-19
"Past, The (Le passé)","Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Drama|Mystery|Romance,99654,1994-10-03
"Spy Next Door, The",Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,Action|Children|Comedy,66352,1992-05-28
Tim and Eric's Billion Dollar Movie,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Comedy,60535,2009-07-24
"Treasure Hunter, The (Ci ling)",Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,Action|Adventure|Fantasy|Romance|Sci-Fi,34197,2016-11-04
"God is Great, I'm Not (Dieu est grand, je suis toute petite)","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",Comedy|Romance,48856,2012-07-16
"Fast Five (Fast and the Furious 5, The)","Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",Action|Crime|Drama|Thriller|IMAX,77802,2004-10-20
"Dalton, Les","Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",Comedy|Western,40046,2004-01-04
Haunted Castle,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Animation|Horror|IMAX,64963,2003-03-26
We Feed the World,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Documentary,63109,2002-05-16
Gregory Go Boom,Suspendisse potenti. In eleifend quam a odio.,Comedy,51949,2004-05-23
"Englishman Who Went Up a Hill But Came Down a Mountain, The",Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,Comedy|Romance,1555,1996-04-26
Thr3e (Three),"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",Drama|Horror|Mystery|Thriller,57101,2002-10-02
Body Fat Index of Love,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",Comedy,7802,2002-08-29
To Die For,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,Comedy|Drama|Thriller,57223,2009-08-04
"Cat and the Canary, The",Phasellus sit amet erat. Nulla tempus.,Comedy|Horror|Mystery,37281,1998-04-24
Tracy Morgan: Black and Blue,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Comedy,4785,1996-04-21
Bodyguards and Assassins,Aenean sit amet justo. Morbi ut odio.,Action|Drama,84090,2021-05-22
6ixtynin9 (Ruang Talok 69),Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,Action|Comedy|Thriller,25377,2010-09-18
Turtle Diary,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Comedy|Drama|Romance,72900,1993-11-26
Blown Away,Phasellus sit amet erat. Nulla tempus.,Action|Thriller,96487,1996-12-13
"Love Bug, The",Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Children|Comedy,67121,2019-05-07
Early Summer (Bakushû),"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",Drama,41706,2020-12-03
"Bone Collector, The","Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",Thriller,55244,2001-05-03
Angels in America,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Drama|Fantasy,71015,2011-11-22
P.S. I Love You,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Comedy|Drama|Romance,14995,2019-06-11
"Crusades, The","Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",Adventure|Drama|War,47681,2017-12-04
American Bandits: Frank and Jesse James,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",Western,54467,2000-05-27
In Name Only,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Drama|Romance,84754,2004-12-06
Samson and Delilah,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",Adventure|Drama,72954,2004-04-17
Passenger Side,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",Comedy|Drama,12186,1993-11-21
Young People,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",Drama,31827,2015-05-16
30 Minutes or Less,Sed accumsan felis. Ut at dolor quis odio consequat varius.,Action|Comedy|Crime,74808,2014-07-25
Carmina and Amen (Carmina y amén),Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Comedy|Drama,41161,2008-09-12
Whiteboyz,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Comedy|Drama,25595,2007-08-13
Glory to the Filmmaker! (Kantoku · Banzai!),In quis justo. Maecenas rhoncus aliquam lacus.,Comedy|Drama,20903,2002-01-28
Guendalina,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,Comedy,66398,2019-09-30
"Muse, The",Integer ac neque. Duis bibendum.,Comedy,30000,1999-03-08
Doc Savage: The Man of Bronze,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Adventure,62161,2021-05-18
G.I. Jane,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,Action|Drama,78462,1999-01-31
Winter's Tale,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",Drama|Fantasy|Mystery,13936,2000-01-26
Deadly Prey,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,Action|Adventure|War,96953,2021-12-17
Halo 4: Forward Unto Dawn,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",Action|Sci-Fi|Thriller,77201,2019-02-01
Campfire Tales,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Horror,63076,2014-06-13
Ed Hardy: Tattoo the World ,Nulla tellus. In sagittis dui vel nisl.,Documentary,42776,2014-11-07
Dog Run,In congue. Etiam justo.,Drama,4248,2013-03-26
Genesis,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",Drama|Horror,29521,1998-04-22
Amazonia,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",Adventure|Documentary,76664,2012-07-29
Little Richard,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,Drama,88998,1994-04-06
Ginger Snaps Back: The Beginning,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,Fantasy|Horror,87238,1999-10-08
Mac & Devin Go to High School,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Comedy,34229,1999-10-05
All the Light in the Sky,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Drama,87608,2019-12-18
